standard_relation,standard_value,standard_units,standard_type,pchembl_value,data_validity_comment,potential_duplicate,assay_chembl_id,assay_type,description,canonical_smiles,molecule_chembl_id,target_chembl_id
=,610,nM,Ki,6.21,,0,CHEMBL2340803,B,Inhibition of human carbonic anhydrase 2 preincubated for 15 mins by CO2 hydration stopped-flow assay,CCOC(=O)c1ccc(O)c(O)c1,CHEMBL486216,CHEMBL205
=,612,nM,Ki,6.21,,0,CHEMBL3631739,B,Inhibition of cytosolic carbonic anhydrase 2 esterase activity isolated from human serum using 4-nitrophenylacetate as substrate measured over 3 mins by spectrophotometric analysis,NCc1ccc(S(N)(=O)=O)cc1,CHEMBL419,CHEMBL205
=,613,nM,Ki,6.21,,0,CHEMBL2051272,B,Inhibition of human carbonic anhydrase 2 preincubated for 15 mins measured for 10 to 100 sec using phenol red indicator-based stopped flow assay,CC(C)c1ccc(NC(=O)Nc2ccc(OS(N)(=O)=O)cc2)cc1,CHEMBL2047831,CHEMBL205
=,618,nM,Ki,6.21,,0,CHEMBL3787806,B,Inhibition of recombinant human carbonic anhydrase 2 expressed in Escherichia coli preincubated for 15 mins by stopped-flow CO2 hydration assay,NS(=O)(=O)c1cccc(/N=C2\C(=O)Nc3ccccc32)c1,CHEMBL3785467,CHEMBL205
=,619,nM,Ki,6.21,,0,CHEMBL3424940,B,Inhibition of recombinant human cytosolic form of carbonic anhydrase-2 preincubated for 15 mins by stopped flow CO2 hydration assay,Cc1cccc(/C=N\CCc2ccc(S(N)(=O)=O)cc2)c1O,CHEMBL3423251,CHEMBL205
=,620,nM,Ki,6.21,,0,CHEMBL1272635,B,Inhibition of human carbonic anhydrase 2 by stopped flow CO2 hydration assay,Cc1c(C(=O)NCCN2CCOCC2)cc(-c2ccccc2)n1-c1ccc(S(N)(=O)=O)cc1,CHEMBL1270340,CHEMBL205
=,620,nM,Ki,6.21,,0,CHEMBL2208800,B,Inhibition of human CA2 after 15 mins by stopped-flow CO2 hydrase assay,COC(=O)c1ccccc1NC(=O)Cn1ccc(=O)c(S(N)(=O)=O)c1,CHEMBL2203344,CHEMBL205
=,620,nM,Ki,6.21,,0,CHEMBL657846,B,Inhibitory activity against human carbonic anhydrase II,CCCCc1cc(-c2ccccc2)cc(-c2ccccc2)[n+]1-c1ccc(S(N)(=O)=O)cc1.[O-][Cl+3]([O-])([O-])[O-],CHEMBL446175,CHEMBL205
=,621,nM,Ki,6.21,,0,CHEMBL3097256,B,Inhibition of human carbonic anhydrase 2 by stopped-flow CO2 hydration assay,NS(=O)(=O)c1cccc(-c2cn([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)nn2)c1,CHEMBL3092939,CHEMBL205
=,628,nM,Ki,6.2,,0,CHEMBL3631739,B,Inhibition of cytosolic carbonic anhydrase 2 esterase activity isolated from human serum using 4-nitrophenylacetate as substrate measured over 3 mins by spectrophotometric analysis,Nc1ccc(S(N)(=O)=O)cc1,CHEMBL21,CHEMBL205
=,629,nM,Ki,6.2,,0,CHEMBL2437889,B,Inhibition of human carbonic anhydrase 2 after 15 mins by stopped flow CO2 hydration assay,COc1ccccc1N1CCN(c2ccncc2S(N)(=O)=O)CC1,CHEMBL2436881,CHEMBL205
=,629,nM,Ki,6.2,,0,CHEMBL3363828,B,Inhibition of human recombinant carbonic anhydrase 2 pre-incubated for 15 mins by stopped-flow CO2 hydration assay,COc1ccc(/C=C/C(=O)C[C@@H]2O[C@H](COC(C)=O)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2OC(C)=O)cc1OC,CHEMBL3329925,CHEMBL205
=,630,nM,Ki,6.2,,0,CHEMBL2071766,B,Inhibition of human CA2 using CO2 as substrate incubated for 6 hrs prior to substrate addition measured for 10 to 100 secs by stopped flow technique,CCn1cc(C2=C(O)C(=O)NC2=O)c2ccccc21,CHEMBL2070213,CHEMBL205
=,630,nM,Ki,6.2,,0,CHEMBL956075,B,Inhibition of human erythrocyte CA2 esterase activity using 4-nitrophenyl acetate substrate,Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,CHEMBL146,CHEMBL205
=,637.9,nM,Ki,6.2,,0,CHEMBL4231386,B,Inhibition of cytosolic human carbonic anhydrase 2 by stopped flow CO2 hydration assay,NC(=O)c1nnn(-c2ccc(S(N)(=O)=O)cc2)c1-c1ccc(F)cc1,CHEMBL4247127,CHEMBL205
=,638,nM,Ki,6.2,,0,CHEMBL1048174,B,Inhibition of human cloned full length carbonic anhydrase 2 by stopped flow CO2 hydration assay,CN(C)c1ccc(/N=N/c2ccc(S(N)(=O)=O)cc2)cc1,CHEMBL277836,CHEMBL205
=,638,nM,Ki,6.2,,0,CHEMBL3756217,B,Inhibition of recombinant human carbonic anhydrase 2 preincubated for 15 mins by stopped-flow CO2 hydration assay,CN(CC(=O)O)c1ccc2c(c1)-c1cccnc1SC2,CHEMBL3752729,CHEMBL205
=,640,nM,Ki,6.19,,0,CHEMBL3624911,B,Inhibition of recombinant human carbonic anhydrase 2 expressed in Escherichia coli incubated for 15 mins prior to testing by stopped flow CO2 hydrase assay,CC1(C)CC(=O)C2=C(C1)N(c1ccc(S(N)(=O)=O)cc1)C1=C(C(=O)CC(C)(C)C1)C2c1ccc([N+](=O)[O-])cc1,CHEMBL3623631,CHEMBL205
=,640,nM,Ki,6.19,,0,CHEMBL828905,B,Inhibitory constant against human Carbonic anhydrase II,NS(=O)(=O)c1ccc(CNS(=O)(=O)c2ccc(N/C(S)=N/CCc3ccccc3)cc2)cc1,CHEMBL365344,CHEMBL205
=,641,nM,Ki,6.19,,0,CHEMBL2051272,B,Inhibition of human carbonic anhydrase 2 preincubated for 15 mins measured for 10 to 100 sec using phenol red indicator-based stopped flow assay,NS(=O)(=O)Oc1ccc(NC(=O)Nc2c(F)cc(F)cc2Br)cc1,CHEMBL2047814,CHEMBL205
=,642,nM,Ki,6.19,,0,CHEMBL3874759,B,Inhibition of human recombinant carbonic anhydrase-2 preincubated for 6 hrs by stopped-flow CO2 hydration assay,CC1=Nc2ccccc2S(=O)(=O)N1,CHEMBL1993421,CHEMBL205
=,643,nM,Ki,6.19,,0,CHEMBL1005300,B,Inhibition of human recombinant CA2 by stopped flow CO2 hydration assay,NS(=O)(=O)Oc1ccc(OS(N)(=O)=O)cc1,CHEMBL461964,CHEMBL205
=,643,nM,Ki,6.19,,0,CHEMBL838677,B,Inhibitory activity against cytosolic human carbonic anhydrase II,NS(=O)(=O)OCc1ccc(COS(N)(=O)=O)cc1,CHEMBL360714,CHEMBL205
=,645,nM,Ki,6.19,,0,CHEMBL869402,B,Inhibition of recombinant human cytosolic isozyme CA II,NS(=O)(=O)Cc1ccccc1,CHEMBL369953,CHEMBL205
=,645.8,nM,Ki,6.19,,0,CHEMBL4034206,B,Inhibition of human carbonic anhydrase 2 incubated for 10 mins by stopped flow CO2 hydrase assay,NS(=O)(=O)c1ccc(/N=C/c2ccc(/C=N/c3ccc(S(N)(=O)=O)cc3)cc2)cc1,CHEMBL4096555,CHEMBL205
=,647,nM,Ki,6.19,,0,CHEMBL658045,B,"Inhibitory activity against human cloned isoenzyme carbonic anhydrase II (hCA II), by esterase method.",NS(=O)(=O)N(Cc1ccccc1)Cc1ccccc1,CHEMBL355349,CHEMBL205
=,648,nM,Ki,6.19,,0,CHEMBL1948547,B,Inhibition of human carbonic anhydrase 2 using 4-nitrophenylacetate as substrate after 3 mins using spectrophotometry by Lineweaver-Burk plot analysis,Oc1cccc2c1Cc1c-2[nH]c2ccccc12,CHEMBL610454,CHEMBL205
=,648,nM,Ki,6.19,,0,CHEMBL3368142,B,Inhibition of recombinant human carbonic anhydrase 2 preincubated for 15 mins by stopped-flow CO2 hydrase Assay,CCCCCc1ccc(-c2cn(-c3c(F)c(F)c(S(N)(=O)=O)c(F)c3F)nn2)cc1,CHEMBL3326412,CHEMBL205
=,650,nM,Ki,6.19,,0,CHEMBL2339341,B,Inhibition of human carbonic anhydrase 2 preincubated for 15 mins by CO2 hydration stopped-flow assay,O=S(=O)(NCc1ccccc1)NCc1ccccc1,CHEMBL229190,CHEMBL205
=,650,nM,Ki,6.19,,0,CHEMBL3624911,B,Inhibition of recombinant human carbonic anhydrase 2 expressed in Escherichia coli incubated for 15 mins prior to testing by stopped flow CO2 hydrase assay,CC1(C)CC(=O)C2=C(C1)N(c1ccc(S(N)(=O)=O)cc1)C1=C(C(=O)CC(C)(C)C1)C2c1ccc(N)cc1,CHEMBL3623633,CHEMBL205
=,650,nM,Ki,6.19,,0,CHEMBL657194,B,Inhibition of human recombinant carbonic anhydrase II (CA2),NS(=O)(=O)c1ccc(NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c(I)c1,CHEMBL141478,CHEMBL205
=,651,nM,Ki,6.19,,0,CHEMBL3107031,B,Inhibition of human CA2 cytosolic isoform after 15 mins by stopped-flow CO2 hydration assay,Cc1cc(S(=O)(=O)NC(=N)Nc2ccc(S(N)(=O)=O)cc2)c(SCc2cc(=O)[nH]c3ccccc23)cc1Cl,CHEMBL3104156,CHEMBL205
=,652,nM,Ki,6.19,,0,CHEMBL3385333,B,Inhibition of human CA-2 after 15 mins by stopped-flow CO2 hydration method,NS(=O)(=O)c1ccc(CC/N=C/c2c(F)c(F)cc(F)c2F)cc1,CHEMBL3343277,CHEMBL205
=,652,nM,Ki,6.19,,0,CHEMBL3787806,B,Inhibition of recombinant human carbonic anhydrase 2 expressed in Escherichia coli preincubated for 15 mins by stopped-flow CO2 hydration assay,NS(=O)(=O)c1ccccc1/N=C1\C(=O)Nc2ccc(Cl)cc21,CHEMBL3786965,CHEMBL205
=,655.3,nM,Ki,6.18,,0,CHEMBL4136674,B,Inhibition of human carbonic anhydrase 2 incubated for 15 mins by stopped flow CO2 hydrase assay,Nc1ncnc2c1ncn2Cc1cn(-c2cccc(S(N)(=O)=O)c2)nn1,CHEMBL4172009,CHEMBL205
=,660,nM,Ki,6.18,,0,CHEMBL1005300,B,Inhibition of human recombinant CA2 by stopped flow CO2 hydration assay,NS(=O)(=O)c1ccc(CCNC(=O)CN2C(=O)c3ccccc3C2=O)cc1,CHEMBL461600,CHEMBL205
=,660,nM,Ki,6.18,,0,CHEMBL2340803,B,Inhibition of human carbonic anhydrase 2 preincubated for 15 mins by CO2 hydration stopped-flow assay,CCOC(=O)c1cc(O)cc(O)c1,CHEMBL448695,CHEMBL205
=,660,nM,Ki,6.18,,0,CHEMBL2379888,B,Inhibition of human carbonic anhydrase-2 preincubated for 15 mins by stopped-flow CO2 hydrase assay,NS(=O)(=O)c1ccc(NC(=O)NCCc2ccccc2)cc1,CHEMBL2376273,CHEMBL205
=,661,nM,Ki,6.18,,0,CHEMBL3097256,B,Inhibition of human carbonic anhydrase 2 by stopped-flow CO2 hydration assay,CC(C)CC(=O)OC[C@H]1O[C@@H](n2cc(-c3cccc(S(N)(=O)=O)c3)nn2)[C@H](OC(=O)CC(C)C)[C@@H](OC(=O)CC(C)C)[C@@H]1OC(=O)CC(C)C,CHEMBL3092934,CHEMBL205
=,664,nM,Ki,6.18,,0,CHEMBL3385333,B,Inhibition of human CA-2 after 15 mins by stopped-flow CO2 hydration method,NS(=O)(=O)c1ccc(/N=C/c2csc3ccccc23)cc1,CHEMBL3343263,CHEMBL205
=,665,nM,Ki,6.18,,0,CHEMBL1048174,B,Inhibition of human cloned full length carbonic anhydrase 2 by stopped flow CO2 hydration assay,NS(=O)(=O)c1ccc(/N=N/c2ccc(O)cc2)cc1,CHEMBL379206,CHEMBL205
=,666,nM,Ki,6.18,,0,CHEMBL3385333,B,Inhibition of human CA-2 after 15 mins by stopped-flow CO2 hydration method,NS(=O)(=O)c1ccc(CC/N=C/c2ccc(Br)cc2O)cc1,CHEMBL3343271,CHEMBL205
=,666.3,nM,Ki,6.18,,0,CHEMBL4231386,B,Inhibition of cytosolic human carbonic anhydrase 2 by stopped flow CO2 hydration assay,CCOC(=O)c1nnn(-c2ccc(S(N)(=O)=O)cc2)c1-c1ccccn1,CHEMBL4239935,CHEMBL205
=,667,nM,Ki,6.18,,0,CHEMBL3270522,B,Inhibition of human carbonic anhydrase 2-mediated CO2 hydration preincubated for 15 mins by stopped-flow assay,Cc1nn(C)c2nnc(Nc3ccc(S(=O)(=O)N4CCN(C)CC4)cc3)nc12,CHEMBL3237848,CHEMBL205
=,667.8,nM,Ki,6.17,,0,CHEMBL4256842,B,Inhibition of human CA2 assessed as enzyme inhibitor complex formation preincubated for 15 mins and measured for 10 to 100 secs by phenol red dye based stopped-flow CO2 hydrase assay,Cc1ccc(CNC(=O)Nc2cc(S(N)(=O)=O)ccc2O)cc1,CHEMBL4294703,CHEMBL205
=,669,nM,Ki,6.17,,0,CHEMBL2208800,B,Inhibition of human CA2 after 15 mins by stopped-flow CO2 hydrase assay,CC1=NN(c2nc(N)nc(Cn3ccc(=O)c(S(N)(=O)=O)c3)n2)CC1,CHEMBL2208446,CHEMBL205
=,670,nM,Ki,6.17,,0,CHEMBL869402,B,Inhibition of recombinant human cytosolic isozyme CA II,C[C@]12CC[C@@H]3c4ccc(C(F)(F)S(N)(=O)=O)cc4CC[C@H]3[C@@H]1CCC2=O,CHEMBL1628004,CHEMBL205
=,674,nM,Ki,6.17,,0,CHEMBL2208800,B,Inhibition of human CA2 after 15 mins by stopped-flow CO2 hydrase assay,CCOC(=O)Cn1ccc(=O)c(S(N)(=O)=O)c1,CHEMBL2208441,CHEMBL205
=,675,nM,Ki,6.17,,0,CHEMBL2208800,B,Inhibition of human CA2 after 15 mins by stopped-flow CO2 hydrase assay,NS(=O)(=O)c1cn(CC(=O)Nc2cccc([N+](=O)[O-])c2)ccc1=O,CHEMBL2203372,CHEMBL205
=,680,nM,Ki,6.17,,0,CHEMBL657194,B,Inhibition of human recombinant carbonic anhydrase II (CA2),NS(=O)(=O)c1ccc(NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c(Br)c1,CHEMBL140643,CHEMBL205
=,681,nM,Ki,6.17,,0,CHEMBL3131404,B,Inhibition of human carbonic anhydrase 2-mediated CO2 hydration preincubated for 10 mins by stopped-flow assay,COC(=O)c1cn(-c2ccc(S(N)(=O)=O)cc2)nc1-c1ccc([N+](=O)[O-])cc1,CHEMBL3126820,CHEMBL205
=,681,nM,Ki,6.17,,0,CHEMBL3877023,B,Inhibition of recombinant human erythrocyte cytosolic carbonic anhydrase 2 by stopped-flow CO2 hydration assay,NS(=O)(=O)c1ccc(-c2nn3cc(-c4ccc(Br)cc4)nc3s2)cc1,CHEMBL3885336,CHEMBL205
=,682,nM,Ki,6.17,,0,CHEMBL3385333,B,Inhibition of human CA-2 after 15 mins by stopped-flow CO2 hydration method,NS(=O)(=O)c1ccc(/N=C/c2ccc(-c3ccccn3)cc2)cc1,CHEMBL3343262,CHEMBL205
=,682.6,nM,Ki,6.17,,0,CHEMBL3870980,B,Inhibition of human recombinant carbonic anhydrase 2 expressed in Escherichia coli assessed as reduction in CO2 hydration preincubated for 15 mins prior to testing measured for 10 to 100 secs by stopped-flow assay,NS(=O)(=O)c1ccc(N2C3=C(C(=O)CCC3)C(c3cccc(-c4nnn[nH]4)c3)C3=C2CCCC3=O)cc1,CHEMBL3955992,CHEMBL205
=,683,nM,Ki,6.17,,0,CHEMBL3787806,B,Inhibition of recombinant human carbonic anhydrase 2 expressed in Escherichia coli preincubated for 15 mins by stopped-flow CO2 hydration assay,NS(=O)(=O)c1ccccc1/N=C1\C(=O)Nc2ccc(OC(F)(F)F)cc21,CHEMBL3787148,CHEMBL205
=,686.5,nM,Ki,6.16,,0,CHEMBL4273051,B,Inhibition of human recombinant carbonic anhydrase 2 assessed as CO2 hydration preincubated for 15 mins prior to testing measured for 10 to 100 secs by phenol red dye-based stopped-flow assay,NS(=O)(=O)c1ccc(C(=O)N/N=C/c2ccc(N3CCN(C(=O)c4ccco4)CC3)cc2)cc1,CHEMBL4293582,CHEMBL205
=,688,nM,Ki,6.16,,0,CHEMBL2208800,B,Inhibition of human CA2 after 15 mins by stopped-flow CO2 hydrase assay,N#CCCCn1ccc(=O)c(S(N)(=O)=O)c1,CHEMBL2208440,CHEMBL205
=,690,nM,Ki,6.16,,0,CHEMBL2340803,B,Inhibition of human carbonic anhydrase 2 preincubated for 15 mins by CO2 hydration stopped-flow assay,CCOC(=O)c1cc(O)ccc1O,CHEMBL2333584,CHEMBL205
=,690,nM,Ki,6.16,,0,CHEMBL2340803,B,Inhibition of human carbonic anhydrase 2 preincubated for 15 mins by CO2 hydration stopped-flow assay,COC(=O)c1cc(O)cc(O)c1,CHEMBL486218,CHEMBL205
=,690,nM,Ki,6.16,,0,CHEMBL3767220,B,Inhibition of recombinant human carbonic anhydrase 2 incubated for 15 mins prior to testing by stopped flow carbon dioxide hydrase assay,COc1ccc2c(c1)/C(=N/c1ccc(NC(=O)Nc3ccc(S(N)(=O)=O)cc3)cc1)C(=O)N2,CHEMBL3764810,CHEMBL205
=,693,nM,Ki,6.16,,0,CHEMBL4002260,B,Inhibition of recombinant human carbonic anhydrase 2 incubated for 10 mins prior to testing by stopped flow CO2 hydrase assay,NS(=O)(=O)c1ccc(CCN2C(=O)c3c(Br)c(Br)c(Br)c(Br)c3C2=O)cc1,CHEMBL2424832,CHEMBL205
=,697,nM,Ki,6.16,,0,CHEMBL3385333,B,Inhibition of human CA-2 after 15 mins by stopped-flow CO2 hydration method,COc1ccc(/C=N/CCc2ccc(S(N)(=O)=O)cc2)c(O)c1,CHEMBL3343270,CHEMBL205
=,700,nM,Ki,6.16,,0,CHEMBL2208800,B,Inhibition of human CA2 after 15 mins by stopped-flow CO2 hydrase assay,Cc1ccc(-n2c(Cn3ccc(=O)c(S(N)(=O)=O)c3)nc3ccccc3c2=O)cc1,CHEMBL2203353,CHEMBL205
=,700,nM,Ki,6.16,,0,CHEMBL2340803,B,Inhibition of human carbonic anhydrase 2 preincubated for 15 mins by CO2 hydration stopped-flow assay,CC(C)OC(=O)c1cc(O)cc(O)c1,CHEMBL2333590,CHEMBL205
=,700,nM,Ki,6.16,,0,CHEMBL2340803,B,Inhibition of human carbonic anhydrase 2 preincubated for 15 mins by CO2 hydration stopped-flow assay,COC(=O)c1c(O)cccc1O,CHEMBL2333586,CHEMBL205
=,700,nM,Ki,6.16,,0,CHEMBL4194336,B,Inhibition of recombinant human full-length carbonic anhydrase 2 preincubated for 15 mins prior to testing measured for 10 to 100 secs by phenol red-based stopped-flow CO2 hydration assay,CC(C)n1cc(-c2cc(C(=O)O)[nH]n2)c2ccccc21,CHEMBL4204007,CHEMBL205
=,701,nM,Ki,6.15,,0,CHEMBL3385333,B,Inhibition of human CA-2 after 15 mins by stopped-flow CO2 hydration method,NS(=O)(=O)c1ccc(CC/N=C/c2ccc(-c3ccccc3)cc2)cc1,CHEMBL3343267,CHEMBL205
=,701.8,nM,Ki,6.15,,0,CHEMBL1059274,B,Inhibition of human carbonic anhydrase 2-catalyzed CO2 hydration by stopped flow technique,NS(=O)(=O)c1ccc(/N=C/c2ccc(O)cc2)cc1,CHEMBL270670,CHEMBL205
=,701.8,nM,Ki,6.15,,0,CHEMBL3269990,B,Inhibition of human carbonic anhydrase 2-catalyzed CO2 hydration preincubated for 10 mins by stopped-flow assay,NS(=O)(=O)c1ccc(NCc2ccc(O)cc2)cc1,CHEMBL3264969,CHEMBL205
=,703,nM,Ki,6.15,,0,CHEMBL3270522,B,Inhibition of human carbonic anhydrase 2-mediated CO2 hydration preincubated for 15 mins by stopped-flow assay,Cc1nn(C)c2nnc(Nc3ccc(S(=O)(=O)N4CCNCC4)cc3)nc12,CHEMBL3237850,CHEMBL205
=,704.3,nM,Ki,6.15,,0,CHEMBL4045526,B,Inhibition of human CA2 pre-incubated for 10 mins by stopped-flow CO2 hydrase assay,NS(=O)(=O)c1ccc(Cn2c(=O)c3ccc4c(=O)n(Cc5ccc(S(N)(=O)=O)cc5)c(=O)c5ccc(c2=O)c3c45)cc1,CHEMBL4098904,CHEMBL205
=,704.3,nM,Ki,6.15,,0,CHEMBL4136674,B,Inhibition of human carbonic anhydrase 2 incubated for 15 mins by stopped flow CO2 hydrase assay,NS(=O)(=O)c1cccc(NC(=O)Cn2ccc(=O)[nH]c2=O)c1,CHEMBL4171190,CHEMBL205
=,707,nM,Ki,6.15,,0,CHEMBL3385333,B,Inhibition of human CA-2 after 15 mins by stopped-flow CO2 hydration method,NS(=O)(=O)c1ccc(/N=C/c2ccc(Br)cc2O)cc1,CHEMBL3343261,CHEMBL205
=,707,nM,Ki,6.15,,0,CHEMBL3608011,B,Inhibition of human carbonic anhydrase-2 incubated for 15 mins by stopped-flow CO2 hydration assay,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)N[C@@H](CCCCN)C(=O)O)cc1.O=C(O)C(F)(F)F,CHEMBL3604412,CHEMBL205
=,707,nM,Ki,6.15,,0,CHEMBL4136408,B,Inhibition of human carbonic anhydrase-2 incubated for 15 mins prior to testing by stopped flow CO2 hydrase assay,O=C(Nc1ccc(Cl)cc1)Nc1ccc2c(c1)B(O)OC2,CHEMBL4174083,CHEMBL205
=,707.8,nM,Ki,6.15,,0,CHEMBL4231386,B,Inhibition of cytosolic human carbonic anhydrase 2 by stopped flow CO2 hydration assay,NS(=O)(=O)c1ccc(-n2nnc(C(=O)O)c2-c2cccs2)cc1,CHEMBL4238069,CHEMBL205
=,709,nM,Ki,6.15,,0,CHEMBL3385333,B,Inhibition of human CA-2 after 15 mins by stopped-flow CO2 hydration method,CSc1ccc(/C=N/CCc2ccc(S(N)(=O)=O)cc2)cc1,CHEMBL3343274,CHEMBL205
=,710,nM,Ki,6.15,,0,CHEMBL2340803,B,Inhibition of human carbonic anhydrase 2 preincubated for 15 mins by CO2 hydration stopped-flow assay,CCOC(=O)/C=C/c1ccc(O)cc1,CHEMBL2074640,CHEMBL205
=,710,nM,Ki,6.15,,0,CHEMBL3385333,B,Inhibition of human CA-2 after 15 mins by stopped-flow CO2 hydration method,NS(=O)(=O)c1ccc(/N=C/c2ccccc2)c(F)c1,CHEMBL3343264,CHEMBL205
=,711,nM,Ki,6.15,,0,CHEMBL3787806,B,Inhibition of recombinant human carbonic anhydrase 2 expressed in Escherichia coli preincubated for 15 mins by stopped-flow CO2 hydration assay,Cc1ccc2c(c1)/C(=N/c1ccccc1S(N)(=O)=O)C(=O)N2,CHEMBL3785735,CHEMBL205
=,713,nM,Ki,6.15,,0,CHEMBL3385333,B,Inhibition of human CA-2 after 15 mins by stopped-flow CO2 hydration method,N#Cc1ccc(/C=N/CCc2ccc(S(N)(=O)=O)cc2)cc1,CHEMBL3343275,CHEMBL205
=,713.9,nM,Ki,6.15,,0,CHEMBL3993915,B,Inhibition of human recombinant carbonic anhydrase 2 incubated for 15 mins prior to testing by stopped-flow CO2 hydration assay,NS(=O)(=O)c1ccc(CC/N=C2\C(=O)N(Cc3ccccc3)c3ccc(Cl)cc32)cc1,CHEMBL4104409,CHEMBL205
=,719,nM,Ki,6.14,,0,CHEMBL3270522,B,Inhibition of human carbonic anhydrase 2-mediated CO2 hydration preincubated for 15 mins by stopped-flow assay,Cc1nn(C)c2nnc(Nc3ccc(S(=O)(=O)NCCN4CCOCC4)cc3)nc12,CHEMBL3237857,CHEMBL205
=,720,nM,Ki,6.14,,0,CHEMBL4007127,B,Inhibition of recombinant human carbonic anhydrase 2 assessed as inhibition of CO2 hydration preincubated for 15 mins prior to testing by phenol red based stopped-flow CO2 hydration assay,CCOC(=O)c1nn(-c2ccc(S(N)(=O)=O)cc2)c2nc3nc(-c4cccs4)cc(-c4ccc(OC)cc4)c3c(=O)n12,CHEMBL4088844,CHEMBL205
=,721,nM,Ki,6.14,,0,CHEMBL3610543,B,Inhibition of human carbonic anhydrase 2 preincubated for 15 mins by stopped flow CO2 hydration method,NS(=O)(=O)c1ccc(NC(=O)N2CCN(c3ccc(Cl)cc3)CC2)cc1,CHEMBL3609200,CHEMBL205
=,722.05,nM,Ki,6.14,,0,CHEMBL3418803,B,Inhibition of human cytosolic form of carbonic anhydrase-2 assessed as CO2 hydration activity incubated for 15 mins prior to testing by stopped flow method,NS(=O)(=O)c1ccc(N2C(=O)/C(=C/c3coc4ccccc4c3=O)N=C2c2ccc(Cl)cc2)cc1,CHEMBL3416247,CHEMBL205
=,725,nM,Ki,6.14,,0,CHEMBL3603161,B,Inhibition of human recombinant CA2 expressed in Escherichia coli by stopped flow CO2 hydration assay,COC(=O)[C@@H]1C[C@@H](OS(N)(=O)=O)CN1S(=O)(=O)[C@@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O,CHEMBL3342252,CHEMBL205
=,726,nM,Ki,6.14,,0,CHEMBL2208800,B,Inhibition of human CA2 after 15 mins by stopped-flow CO2 hydrase assay,NS(=O)(=O)c1cn(CC(=O)Nc2ccc(Cl)c([N+](=O)[O-])c2)ccc1=O,CHEMBL2203371,CHEMBL205
=,728,nM,Ki,6.14,,0,CHEMBL3787806,B,Inhibition of recombinant human carbonic anhydrase 2 expressed in Escherichia coli preincubated for 15 mins by stopped-flow CO2 hydration assay,NS(=O)(=O)c1ccccc1/N=C1\C(=O)Nc2ccccc21,CHEMBL3785153,CHEMBL205
=,728.5,nM,Ki,6.14,,0,CHEMBL4256842,B,Inhibition of human CA2 assessed as enzyme inhibitor complex formation preincubated for 15 mins and measured for 10 to 100 secs by phenol red dye based stopped-flow CO2 hydrase assay,CSc1cccc(NC(=O)Nc2cc(S(N)(=O)=O)ccc2O)c1,CHEMBL4283637,CHEMBL205
=,730,nM,Ki,6.14,,0,CHEMBL4007127,B,Inhibition of recombinant human carbonic anhydrase 2 assessed as inhibition of CO2 hydration preincubated for 15 mins prior to testing by phenol red based stopped-flow CO2 hydration assay,CC(=O)c1nn(-c2ccc(S(N)(=O)=O)cc2)c2nc3nc(-c4cccs4)cc(-c4ccccc4)c3c(=O)n12,CHEMBL3288908,CHEMBL205
=,730,nM,Ki,6.14,,0,CHEMBL4136408,B,Inhibition of human carbonic anhydrase-2 incubated for 15 mins prior to testing by stopped flow CO2 hydrase assay,O=C(Nc1ccccc1)Nc1ccc2c(c1)B(O)OC2,CHEMBL4163368,CHEMBL205
=,730,nM,Ki,6.14,,0,CHEMBL657194,B,Inhibition of human recombinant carbonic anhydrase II (CA2),NS(=O)(=O)c1ccc(NS(=O)(=O)C(F)(F)F)c(Cl)c1,CHEMBL336691,CHEMBL205
=,730.7,nM,Ki,6.14,,0,CHEMBL4231386,B,Inhibition of cytosolic human carbonic anhydrase 2 by stopped flow CO2 hydration assay,NS(=O)(=O)c1ccc(-n2nnc(C(=O)O)c2-c2ccc(F)cc2)cc1,CHEMBL4250368,CHEMBL205
=,733,nM,Ki,6.13,,0,CHEMBL3112018,B,Inhibition of human recombinant carbonic anhydrase-2-mediated CO2 hydration by stopped-flow assay,CC1(C(=O)NO)CC(c2cccc(Br)c2)=NO1,CHEMBL3110153,CHEMBL205
=,734,nM,Ki,6.13,,0,CHEMBL1948547,B,Inhibition of human carbonic anhydrase 2 using 4-nitrophenylacetate as substrate after 3 mins using spectrophotometry by Lineweaver-Burk plot analysis,Oc1ccc2c(c1)Cc1c-2[nH]c2ccccc12,CHEMBL593972,CHEMBL205
=,740,nM,Ki,6.13,,0,CHEMBL4007127,B,Inhibition of recombinant human carbonic anhydrase 2 assessed as inhibition of CO2 hydration preincubated for 15 mins prior to testing by phenol red based stopped-flow CO2 hydration assay,COc1ccc(-c2cc(-c3ccc(Cl)cc3)nc3nc4n(-c5ccc(S(N)(=O)=O)cc5)nc(C(C)=O)n4c(=O)c23)cc1,CHEMBL4100795,CHEMBL205
